word,word_lemma
vigtigste,vigtig
klimavinkel,klimavinkel
fortrænges,fortrænge
illustration,illustration
besøg,besøg
nylig,nylig
danish,danish
biofuels,biofuels
grenaa,grenaa
drage,drage
nytte,nytte
biprodukter,biprodukte
foder,fode
foderhvede,foderhve
biproduktet,biprodukte
dyrefoder,dyrefod
erstatte,erstatte
dyrkning,dyrkning
soja,soja
træffe,træffe
forhastet,forhaste
ufuldstændigt,ufuldstændig
beslutningsgrundlag,beslutningsgrundlag
forsætte,forsætte
styrke,styrke
veldokumenterede,veldokumentere
fordele,fordel
fremadrettede,fremadrette
veje,vej
indføre,indføre
timeout,timeout
traf,traf
biobrændstof,biobrændstof
bæredygtighedskravene,bæredygtighedskrav
realiteten,realitet
egne,egen
papirer,papir
beslutningen,beslutning
indberetninger,indberetninge
leve,leve
kravene,kravene
entydigt,entydig
forhastede,forhaste
bremserne,bremse
ikkebæredygtig,ikkebæredygtig
indlæg,indlæg
sinde,sinde
enige,enig
godes,gode
fjende,fjend
kortlagt,kortlagt
særdeles,særdeles
forskelle,forskel
forskerne,forsker
banen,bane
omsætte,omsætte
handling,handling
ministerens,minister
besynderligt,besynderlig
argument,argument
gik,gå
grundlæggende,grundlæggende
sikkerhed,sikkerhed
undersøgelsesrapporter,undersøgelsesrapporter
venlig,venlig
uvenlig,uvenlig
udtrykke,udtrykk
skarpere,skarper
handlede,handle
blå,blå
forsøgt,forsøge
bæredygtighedsstandarder,bæredygtighedsstandarde
underligt,underlig
analyseret,analysere
alting,alting
bunds,bund
hånd,hånd
gribe,gribe
an,an
detalje,detalje
behandler,behandle
mindes,minde
enslydende,enslydende
tilfredse,tilfreds
skrappe,skrap
biobrændstofferne,biobrændstoff
foretrække,foretrække
fremstillet,fremstil
basis,basis
allerhelst,allerhelst
bakket,bakke
forskning,forskning
energiforhandlinger,energiforhandling
miljøvenlige,miljøvenlig
central,central
diskuteret,diskutere
ordførere,ordførere
skiftende,skifte
ministre,minister
fortalt,fortalt
indbefattede,indbefattet
sket,ske
reel,reel
sidst,sidst
sommeren,sommer
trækker,trække
utilfredsstillende,utilfredsstille
løst,løse
opstillet,opstille
restriktive,restriktive
daværende,daværende
opstillede,opstille
utilstrækkelige,utilstrækkelig
inddrog,inddrog
fortrængningseffekten,fortrængningseffekt
betydning,betydning
meningsløst,meningsløst
gennemføres,gennemføre
erkende,erkende
konsekvensen,konsekvensen
tæt,tæt
fremadrettet,fremadrette
ordveksling,ordveksling
fundet,finde
hurtigere,hurtig
adskille,adskille
griber,gri
opgaven,opgave
forskelligt,forskelligt
generelt,generelt
medspiller,medspille
kampen,kamp
drømme,drøm
citat,citat
cirkus,cirkus
telt,telt
byen,by
medløb,medløb
substantielt,substantiele
rykke,rykke
meddele,meddel
agter,agte
forpligtelsen,forpligtels
iblanding,iblanding
landtransport,landtransport
tidsrammen,tidsramm
putte,putte
optimalt,optimal
søger,søge
understrege,understrege
ændrer,ændre
skærpet,skærpe
stramme,stramme
tidsplaner,tidsplan
afklaring,afklaring
håndtere,håndter
temperamentsforskel,temperamentsforskel
socialdemokraterne,socialdemokrat
selvstændigt,selvstændig
træffer,træffe
acceptere,acceptere
sikrer,sikre
kalder,kalde
kernen,kerne
sørger,sørge
arbejdstempo,arbejdstempo
henvist,henvise
uanset,uanset
utilfredshed,utilfredshed
tilfælles,tilfælle
teksten,tekst
meddeler,meddeler
forpligtelse,forpligtelse
spørger,spørge
indflydelsesstrategi,indflydelsesstrategi
vælge,vælge
undersøge,undersøge
mulighederne,mulighed
afgiftsfritagelse,afgiftsfritagelse
omgang,omgang
bæredygtighedsregler,bæredygtighedsregle
afgiftsfritagelsen,afgiftsfritagels
overholder,overholde
indbefatter,indbefatt
fortrængning,fortrængning
deler,dele
parti,parti
energiudspil,energiudspil
prøvede,prøve
hænger,hænge
logisk,logisk
stund,stund
illusion,illusion
biomassehandlingsplan,biomassehandlingsplan
betragtning,betragtning
fat,fat
forskydning,forskydning
andengenerationsbiobrændstof,andengenerationsbiobrændstof
restprodukterne,restprodukt
kompetencer,kompetence
spil,spil
stritte,stritte
eget,egen
eksempel,eksempel
klimaproblematikkerne,klimaproblematikk
helhed,helhed
drivhusgasudledningen,drivhusgasudledning
internt,internt
vise,vise
samles,samle
olieprisen,oliepris
stige,stige
enorme,enorm
erhvervsmuligheder,erhvervsmulighede
længst,længst
fremme,fremme
global,global
finde,finde
løsninger,løsning
prøver,prøve
generationer,generation
vækst,vækst
nations,nation
økonomi,økonomi
opnår,opnå
reduktionen,reduktion
trods,trods
udleder,udlede
teknologien,teknologie
rationale,rationale
vilde,vild
tiltag,tiltag
adskiller,adskille
hinanden,hinanden
tankesæt,tankesæt
samarbejde,samarbejde
version,version
lancerer,lancere
grønt,grøn
ofte,ofte
omkostning,omkostning
europa,europa
energimangel,energimangel
klimakrise,klimakrise
sider,side
mønt,mønt
dele,del
erfaringer,erfaring
vindmøllerne,vindmøll
gevinster,gevinste
unik,unik
vove,vove
øje,øje
filosofi,filosofi
tillægge,tillægge
citere,citer
vover,vove
positioner,positioner
lejlighed,lejlighed
øjne,øje
værre,slem
stop,stop
førende,førende
fremstilling,fremstilling
drastisk,drastisk
begyndte,begynde
tænkte,tænke
forskningsarbejder,forskningsarbejde
endog,endog
beskrevne,beskrevne
artikler,artikel
fagbladet,fagblad
ingeniøren,ingeniør
refereret,referere
topembedsmænd,topembedsmand
drager,drage
klimaregnskabet,klimaregnskab
biobrændslers,biobrændsler
forklaring,forklaring
hvorledes,hvorlede
skeptisk,skeptisk
roser,rose
nærmest,nærmest
iblande,iblande
bioætanol,bioætanol
mellemfolkeligt,mellemfolkelig
samvirke,samvirke
steg,stige
sagligheden,saglighed
greenpeace,greenpeace
noah,noah
skriver,skrive
citerer,citere
omlægning,omlægning
marker,mark
biobrændstofafgrøder,biobrændstofafgrøde
medregnes,medregne
forøget,forøge
t,t
slut,slut
nedlægger,nedlægge
skove,skov
retter,ret
tyskland,tyskland
frankrig,frankrig
nedlagt,nedlægge
forklaret,forklare
kollegaer,kollegaa
plante,plante
korrigere,korrigere
galt,galt
biobrændstofeksperten,biobrændstofekspert
dan,dan
belusa,belusa
udtaler,udtal
topmålet,topmåle
vanvid,vanvid
staten,stat
tvinger,tvinge
borgerne,borger
hælde,hælde
fødebaserede,fødebasere
tanken,tanke
biler,bil
dong,dong
halm,halm
fremstille,fremstil
menneskeføde,menneskeføde
anlægget,anlægge
slags,slags
affaldsstoffer,affaldsstoffe
egner,egne
problemet,problem
l,l
indføjet,indføjet
betænkningsbidraget,betænkningsbidrag
forudsætter,forudsætte
fantastisk,fantastisk
sende,sende
fabrikker,fabrik
fremført,fremføre
afvise,afvis
læste,læste
beretningstilføjelse,beretningstilføjelse
sikkerheden,sikkerhed
talerstol,talerstol
ét,en
anvendt,anvend
fabrikken,fabrikk
velegnet,velegnet
ukendt,ukendt
kornproduktionen,kornproduktione
egnet,egn
dyr,dyr
udviklet,udvikle
firmaer,firma
puttes,putte
tilsættes,tilsætte
betragtes,betragte
skadeligt,skadelig
færd,færd
udsættes,udsætte
gavne,gavne
producenter,producent
uhæmmet,uhæmme
importere,importer
hundrede,hundrede
procent,procent
garanteret,garantere
skatten,skatt
skattestop,skattestop
sammenhænge,sammenhænge
indebære,indebære
metode,metode
sælges,sælge
udlandet,udland
håbe,håbe
deciderede,decideret
udeomkring,udeomkring
sf,sf
skelner,skelne
populært,populær
kalde,kalde
dårlige,dårlig
skillelinjen,skillelinj
miljøeffekt,miljøeffekt
former,form
organisk,organisk
regelsæt,regelsæt
høje,høj
miljøkrav,miljøkrav
miljøkravene,miljøkrav
fik,få
ærgerligt,ærgerligt
hylde,hylde
lyde,lyd
flot,flot
fremtidens,fremtid
bekymringen,bekymring
krudt,kryde
markedet,marked
behandlede,behandle
lovforslaget,lovforslage
ophævet,ophæve
frivillig,frivillig
oliebranchen,oliebranche
frivilligt,frivilligt
tilsætte,tilsætte
miljøkvalitet,miljøkvalitet
klæde,klæde
hoppede,hoppe
kæmper,kæmpe
juni,juni
måneder,måned
konkret,konkre
stilling,stilling
arealforskydning,arealforskydning
forståeligt,forståeligt
begreb,begreb
platform,platform
organiske,organisk
udsende,udse
udstrækning,udstrækning
transportsektor,transportsektor
oliesprøjten,oliesprøjt
alternativer,alternativer
findes,findes
enkelt,enkel
alternativ,alternativ
effektivitet,effektivite
kilometer,kilometer
literen,liter
betalingsringe,betalingsringe
byer,by
cyklen,cykle
togene,tog
individuelle,individuel
biltrafik,biltrafik
pendlertrafikken,pendlertrafikke
mangler,mangle
opfordring,opfordring
konstruktive,konstruktive
skrappere,skrappere
udfoldede,udfolde
europaudvalget,europaudvalgen
endda,endda
roste,rose
ihærdige,ihærdig
rose,rose
deltog,deltage
lovforslag,lovforslag
gav,give
stemme,stemme
danskerne,dansker
tilsat,tilsætte
rapporter,rapporter
negativ,negativ
stemmen,stemm
klimaeffekt,klimaeffekt
realitetens,realitet
klimaforbedring,klimaforbedring
heroppefra,heroppefra
bekymringer,bekymringe
river,rive
stykker,stykke
smider,smide
vedkommende,vedkommende
trådt,træde
kraft,kraft
ændre,ændre
virkelige,virkelig
konstruktivt,konstruktivt
slås,slås
biobrændstofproblematikken,biobrændstofproblematikke
brasilien,brasili
afgrøderne,afgrøde
medvirke,medvirke
fældes,fælde
tredje,tredje
næstformand,næstformand
holger,holg
nielsen,nielsen
bemærkning,bemærkning
fornemmelsen,fornemmels
mangle,mangle
største,stor
fornøjelse,fornøjelse
tilført,tilføre
risikerer,risikere
skidt,skide
centrale,central
implementeret,implementere
aflyses,aflyse
sløjfes,sløjfes
banehalvdel,banehalvdel
forandrer,forandre
urimeligt,urimelig
dækning,dækning
pågældende,pågældende
sult,sult
holdt,holde
tilfredshed,tilfredshed
konstaterer,konstatere
transport,transpor
implementeringen,implementering
tvivler,tvivle
stole,stol
embedsmænd,embedsmand
redigeret,redigere
kraftigt,kraftig
konklusionerne,konklusion
tyske,tysk
indskrevet,indskrev
ansvarsfraskrivelse,ansvarsfraskrivelse
påpegede,påpege
redigerede,redigere
dækkende,dækkende
forskernes,forskerne
biodiesel,biodiesel
sojabønner,sojabønner
skadelig,skadelig
forsinker,forsinke
bilindustriens,bilindustri
ærinde,ærinde
tredjegenerationsbiobrændstoffer,tredjegenerationsbiobrændstoffer
ekspertisen,ekspertise
viljen,vilje
ægte,ægte
igangværende,igangvære
forbedring,forbedring
stoppe,stoppe
grøn,grøn
skabe,skabe
udmærkede,udmærke
begrundelser,begrundelse
principielle,principiel
ø,ø
hverken,hverken
svarene,svar
ordentlige,ordentlig
miks,miks
fortsætter,fortsætte
yderste,yderst
profil,profil
spændende,spændende
forventet,forvente
uret,ur
folketing,folketing
kvalitet,kvalitet
fortsætte,fortsætte
lyttede,lytte
vovede,vovet
kæmpet,kæm
vedtage,vedtage
bemærkelsesværdig,bemærkelsesværdig
logik,logik
stemmer,stemme
grundsynspunkt,grundsynspunkt
ivrigt,ivrigt
miljøudvalg,miljøudvalg
forud,forud
kriterierne,kriteri
såmænd,såmænd
klimaministers,klimaministers
klar,klar
såkaldte,såkaldt
afslutningen,afslutning
omstillingsproces,omstillingsproces
ærgerlige,ærgerlig
skepsis,skepsis
befolkningen,befolkning
hævder,hævde
opfatter,opfatte
snak,snak
fup,fup
fidus,fidus
undersøgelser,undersøgelse
anledningen,anledning
fremsat,fremsætte
tænkepause,tænkepaus
citeret,citere
mente,mene
fremgik,fremgå
historie,historie
åbenhjertig,åbenhjertig
gavnede,gavne
ej,ej
diskussioner,diskussion
tydede,tydet
forskere,forsker
rettede,rette
rigeligt,rigelig
retvisende,retvisende
tolkning,tolkning
forskningsresultater,forskningsresultat
tryghedsfornemmelse,tryghedsfornemmelse
baserer,basere
landene,land
indberetter,indberett
tænkt,tænke
megen,meget
negativt,negativt
rulle,rulle
genfremsætter,genfremsætt
informationer,information
bekræfter,bekræfte
forventninger,forventning
fremgået,fremgå
hvoraf,hvoraf
overvejelser,overvejelse
forskydelseseffekten,forskydelseseffekt
handlemuligheder,handlemulighede
eksisterer,eksistere
igangsætte,igangsætte
energiforbruget,energiforbruge
bestemte,bestemt
løbet,løb
sammenhæng,sammenhæng
frihedsgrader,frihedsgrade
enkelte,enkelt
medlemsland,medlemsland
forstod,forstå
øvrige,øvrig
oppositionspartier,oppositionspartie
afhængigt,afhængigt
forløb,forløb
optimistisk,optimistisk
tages,tage
vedtagelsen,vedtagelse
vedtagelse,vedtagelse
opfyldt,opfylde
nævnte,nævne
politiken,politike
uvæsentlig,uvæsentlig
afskovningen,afskovning
amazonas,amazonas
hang,hang
fortrængningseffekt,fortrængningseffekt
længe,længe
udfordring,udfordring
uacceptabelt,uacceptabele
chancer,chance
omsat,omsætte
ord,ord
udøve,udøve
pres,pres
udelukkende,udelukkende
andengenerationsaffald,andengenerationsaffald
kraftværker,kraftværke
funktion,funktion
jordens,jord
affaldsprodukt,affaldsprodukt
ubæredygtig,ubæredygtig
forudsætning,forudsætning
seriøst,seriøs
ordføreren,ordfører
fuske,fusk
supergodt,supergodt
skovfældningen,skovfældning
argentina,argentina
uantagelig,uantagelig
bioætanolanvendelsen,bioætanolanvendelse
bæredygtighedskrav,bæredygtighedskrav
kræver,kræve
produkter,produkt
gavn,gavn
præcise,præcis
klimakommission,klimakommission
redegørelse,redegørelse
fire,fire
årtier,årti
erklærede,erklære
energiministeren,energiminister
klimakonferencen,klimakonference
mexico,mexico
startede,starte
slutningen,slutning
november,november
glæden,glæde
klimaministeren,klimaminister
oktober,oktober
meddelte,meddele
kullene,kull
fordel,fordel
begyndelsen,begyndelse
fulgte,følge
skatteministeren,skatteminister
kulegravning,kulegravning
energiafgiftssystemet,energiafgiftssysteme
indrettes,indrette
understøttede,understøtte
sort,sort
udskudt,udskudt
foråret,forår
årsager,årsag
energiaftaler,energiaftale
meste,meget
udløber,udløbe
innovation,innovation
ekspanderende,ekspanderende
verdensmarkeder,verdensmarkede
energier,energie
uholdbart,uholdbar
kommunerne,kommune
pladser,plads
biogas,biogas
varmeplanlægning,varmeplanlægning
skruet,skrue
retorikken,retorikken
regne,regne
delmål,delmål
stærk,stærk
praktiseret,praktisere
skrotte,skrotte
utålmodigt,utålmodig
venter,vente
skubbet,skubbe
linje,linje
energiselskaberne,energiselskab
forespørgslen,forespørgsl
målsætning,målsætning
uafhængighed,uafhængighed
udgangspunktet,udgangspunkte
takt,takt
befolkningstilvækst,befolkningstilvækst
reserverne,reserv
tømmes,tømme
hast,hast
tilbageværende,tilbageværende
koncentreres,koncentrere
ustabile,ustabile
gas,gas
nordsøen,nordsøen
falder,falde
markant,markant
niveau,niveau
fastholdes,fastholde
forsyningssikkerheden,forsyningssikkerhed
grunde,grunde
omstille,omstil
desuden,desuden
yde,yde
indsatsen,indsats
opvarmning,opvarmning
afbrænding,afbrænding
øger,øg
besluttet,beslutte
tradition,tradition
basere,basere
energipolitikken,energipolitikke
realiserer,realisere
sporene,spor
strategien,strategien
ansvarlig,ansvarlig
projekt,projekt
statskassen,statskasse
fossilt,fossilt
brændsel,brændsel
udfaset,udfase
statslige,statslig
indtægter,indtægt
løse,løs
udfordrende,udfordre
energimæssige,energimæssig
statens,stat
finanser,finanse
heroverfor,heroverfor
kvitteret,kvitter
flotte,flot
målene,mål
finansieringen,finansiering
antydninger,antydninge
nøjes,nøjes
henvises,henvise
generelle,generelle
vendinger,vending
teknisk,teknisk
mulig,mulig
henvisninger,henvisninge
praksis,praksis
nås,nås
finansieres,finansiere
uge,uge
gentagelse,gentagelse
målsætningerne,målsætning
oppositionsudspil,oppositionsudspil
visse,vis
utilstrækkeligt,utilstrækkelig
opstå,opstå
misforståelser,misforståelse
initiativerne,initiativ
finansiering,finansiering
sværere,svær
pengene,penge
udfasningen,udfasning
beskæftigelse,beskæftigelse
spænde,spæ
vognen,vogn
hesten,hest
ønsket,ønske
finansiere,finansier
forhånd,forhånd
kroner,krone
øre,øre
fugle,fugl
terminologien,terminologie
foretrækker,foretrække
fuglene,fugl
hånden,hånd
forår,forår
normalt,normalt
sammenligner,sammenligne
fremlægger,fremlægge
fleksibilitet,fleksibilite
præmis,præmis
omkostningseffektiv,omkostningseffektiv
energisystemet,energisysteme
indlysende,indlysende
årsag,årsag
tegne,tegne
konturerne,kontur
fremtidigt,fremtidigt
tilpasse,tilpasse
teknologiudviklingen,teknologiudvikling
transportområdet,transportområde
elbilteknologi,elbilteknologi
ccs,ccs
evnen,evne
rense,rense
fraskrive,fraskriv
omstillingstakten,omstillingstakt
opmærksomme,opmærksom
værdierne,værdier
dagens,dag
seneste,sen
læst,læse
foreslås,foreslås
skrotning,skrotning
udtjent,udtjene
værnepligten,værnepligt
omstillingen,omstilling
hensyntagen,hensyntag
eksisterende,eksistere
udskiftes,udskifte
udtjente,udtjent
forespørgslens,forespørgsle
opmærksomhed,opmærksomhed
rettet,rette
trække,trække
linjer,linje
flueben,flueb
ufravigelige,ufravigelig
årstal,årstal
ufleksibel,ufleksibel
fremgangsmåde,fremgangsmåde
sandsynligvis,sandsynligvis
fleksibel,fleksibel
styrende,styre
langsigtet,langsigte
fokusere,fokuser
kortere,kort
mellemlang,mellemlang
værktøjerne,værktøj
udfasning,udfasning
udbygning,udbygning
energiforbrug,energiforbrug
andelen,andele
perioden,periode
endegyldige,endegyldig
dur,dur
energiaftalen,energiaftael
aftalen,aftale
bruttoenergiforbruget,bruttoenergiforbrug
reduceres,reducere
forpligtet,forpligtet
steget,stige
årligt,årligt
gennemsnitligt,gennemsnitligt
procentpoint,procentpoin
storbritannien,storbritannien
spanien,spanien
drivhusgasreduktion,drivhusgasreduktion
niveauet,niveaue
sådant,sådan
uundgåeligt,uundgåelig
kræve,kræve
principper,princippe
hensigtsmæssigt,hensigtsmæssig
gælde,gælde
inviteret,invitere
gældende,gælde
energiaftale,energiaftale
møde,møde
morgen,morgen
indeværende,indeværende
afslutte,afslutte
flugte,flugt
skyldes,skyldes
ansvarlighed,ansvarlighed
opnås,opnå
størst,størst
erhvervslivets,erhvervsliv
konkurrenceevne,konkurrenceevn
ansvarligt,ansvarlig
afspille,afspille
sideløbende,sideløbende
vent,vente
september,september
utålmodige,utålmodig
ventede,vente
næse,næse
investere,invester
energibesparelser,energibesparelse
blødere,bløder
hør,hør
landets,land
statsminister,statsminister
hakker,hakk
årti,årti
stærkt,stærkt
verdensmarkederne,verdensmarkede
teknologierne,teknologi
hjemmemarked,hjemmemarked
importerede,importere
dyre,dyr
overladt,overlade
priserne,pris
svinger,svinge
hæve,hæve
klimaambitioner,klimaambition
afspejler,afspejle
fattigt,fattigt
